date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,city
2013-07-26 04:00:00,,169,92,2,60,4,4,290.7,0.76,0.0,0,Rain,light rain,781,Switzerland
2013-07-26 05:00:00,,100,77,3,150,9,9,289.8,0.0,0.0,0,Clear,Sky is Clear,2740,Switzerland
2013-07-26 06:00:00,,138,84,3,122,5,5,289.88,0.0,0.0,0,Clear,Sky is Clear,5818,Toronto
2013-07-26 07:00:00,,23,75,3,183,3,3,290.56,0.25,0.0,0,Rain,light rain,6509,Switzerland
2013-07-26 08:00:00,,295,66,4,243,8,8,291.86,0.0,0.0,0,Clear,Sky is Clear,5601,Toronto
2013-07-26 09:00:00,,168,62,4,332,4,4,293.54,0.0,0.0,0,Clear,Sky is Clear,5174,Seoul
2013-07-26 10:00:00,,138,66,4,340,8,8,295.96,0.0,0.0,0,Clear,Sky is Clear,4821,London
2013-07-26 13:00:00,,183,66,3,360,6,6,298.61,0.0,0.0,0,Clear,Sky is Clear,5583,Bangalore
2013-07-26 14:00:00,,183,66,2,360,5,5,298.19,0.0,0.0,0,Rain,light rain,5863,Toronto
2013-07-26 15:00:00,,52,69,2,237,2,2,297.99,0.25,0.0,92,Rain,light rain,5975,Bangalore
2013-07-26 16:00:00,,118,58,0,329,8,8,297.88,0.0,0.0,92,Clouds,overcast clouds,6040,Switzerland
2013-07-26 17:00:00,,251,70,2,113,5,5,298.19,0.0,0.0,92,Clouds,overcast clouds,5346,Switzerland
2013-07-26 18:00:00,,64,68,2,111,7,7,298.15,0.0,0.0,92,Clouds,overcast clouds,4634,Seoul
2013-07-26 19:00:00,,64,68,2,76,6,6,298.15,0.0,0.0,92,Clouds,overcast clouds,3807,Bangalore
2013-07-26 20:00:00,,225,65,2,85,1,1,297.09,0.0,0.0,92,Clouds,overcast clouds,3140,Bangalore
2013-07-26 21:00:00,,116,64,2,61,1,1,295.81,0.0,0.0,92,Rain,light rain,2917,Bangalore
2013-07-26 22:00:00,,193,64,2,37,6,6,295.63,0.0,0.0,92,Rain,light rain,2625,Toronto
2013-07-26 23:00:00,,139,64,2,37,3,3,294.51,0.0,0.0,92,Rain,light rain,1929,Switzerland
2013-07-27 00:00:00,,133,76,2,67,2,2,294.42,0.0,0.0,24,Rain,light rain,1196,Bangalore
2013-07-27 01:00:00,,58,79,2,83,3,3,293.28,0.51,0.0,24,Rain,light rain,770,Switzerland
2013-07-27 02:00:00,,262,88,2,125,3,3,292.73,0.0,0.0,24,Thunderstorm,proximity thunderstorm,537,Switzerland
2013-07-27 03:00:00,,78,89,3,129,9,9,291.46,5.08,0.0,76,Rain,heavy intensity rain,439,Seoul
2013-07-27 03:00:00,,61,90,3,135,9,9,291.46,5.08,0.0,76,Thunderstorm,proximity thunderstorm,439,London
2013-07-27 04:00:00,,42,91,3,137,1,1,291.34,0.0,0.0,76,Clouds,broken clouds,402,Switzerland
2013-07-27 05:00:00,,29,92,3,142,5,5,290.0,0.0,0.0,76,Clouds,broken clouds,919,London
2013-07-27 06:00:00,,238,77,2,98,2,2,289.36,0.0,0.0,8,Clear,sky is clear,1549,London
2013-07-27 07:00:00,,196,81,2,111,3,3,288.56,0.0,0.0,8,Clear,sky is clear,2043,Bangalore
2013-07-27 08:00:00,,197,69,1,76,7,7,289.23,0.0,0.0,8,Clear,sky is clear,2854,Toronto
2013-07-27 09:00:00,,200,87,1,76,5,5,290.43,0.0,0.0,64,Clouds,broken clouds,3524,Switzerland
2013-07-27 10:00:00,,121,69,1,76,1,1,290.19,0.0,0.0,68,Clouds,broken clouds,4049,Switzerland
2013-07-27 11:00:00,,193,57,2,87,3,3,291.33,0.0,0.0,68,Clouds,broken clouds,4218,Bangalore
2013-07-27 12:00:00,,294,57,2,87,1,1,291.57,0.0,0.0,32,Rain,light rain,4414,Bangalore
2013-07-27 13:00:00,,236,57,2,87,6,6,292.78,0.25,0.0,32,Rain,light rain,4325,Toronto
2013-07-27 14:00:00,,146,45,3,105,4,4,291.65,0.25,0.0,32,Rain,light rain,4591,Switzerland
2013-07-27 15:00:00,,95,45,0,117,4,4,292.59,0.0,0.0,48,Clouds,scattered clouds,4418,Bangalore
2013-07-27 16:00:00,,180,45,3,105,6,6,291.93,0.0,0.0,48,Clouds,scattered clouds,4377,Seoul
2013-07-27 17:00:00,,288,51,4,157,3,3,291.45,0.0,0.0,48,Clouds,scattered clouds,4035,Bangalore
2013-07-27 18:00:00,,261,64,2,113,3,3,290.65,0.0,0.0,92,Rain,light rain,3948,Switzerland
2013-07-27 19:00:00,,17,64,2,113,9,9,289.65,0.0,0.0,92,Clouds,overcast clouds,3189,Toronto
2013-07-27 20:00:00,,83,64,3,95,7,7,289.36,0.0,0.0,92,Clouds,overcast clouds,2929,Toronto
2013-07-27 21:00:00,,160,64,3,95,1,1,288.22,0.0,0.0,88,Clouds,overcast clouds,2926,Toronto
2013-07-27 22:00:00,,102,64,3,95,9,9,287.62,0.0,0.0,88,Clouds,overcast clouds,2635,Switzerland
2013-07-27 23:00:00,,105,66,3,105,2,2,286.52,0.0,0.0,88,Clouds,overcast clouds,2031,Bangalore
2013-07-28 00:00:00,,151,66,3,105,7,7,285.91,0.0,0.0,92,Clouds,overcast clouds,1371,Switzerland
2013-07-28 01:00:00,,89,66,3,105,3,3,285.38,0.0,0.0,92,Clouds,overcast clouds,822,Bangalore
2013-07-28 02:00:00,,249,68,2,116,2,2,284.94,0.0,0.0,92,Clouds,overcast clouds,565,Seoul
2013-07-28 03:00:00,,282,68,2,116,8,8,284.67,0.0,0.0,48,Clouds,scattered clouds,393,Bangalore
2013-07-28 04:00:00,,29,68,2,116,7,7,284.45,0.0,0.0,90,Drizzle,drizzle,318,Seoul
2013-07-28 05:00:00,,21,68,2,116,9,9,284.13,0.0,0.0,48,Clouds,scattered clouds,542,Bangalore
2013-07-28 06:00:00,,133,86,2,110,8,8,284.05,0.0,0.0,48,Clouds,scattered clouds,870,London
2013-07-28 07:00:00,,131,86,2,110,2,2,284.2,0.0,0.0,48,Clouds,scattered clouds,1137,Switzerland
2013-07-28 08:00:00,,238,86,2,110,3,3,284.93,0.0,0.0,48,Clouds,scattered clouds,1723,Bangalore
2013-07-28 09:00:00,,94,89,2,110,9,9,286.54,0.0,0.0,0,Clear,Sky is Clear,2431,Seoul
2013-07-28 10:00:00,,283,86,2,110,7,7,288.07,0.0,0.0,0,Clear,Sky is Clear,3336,London
2013-07-28 11:00:00,,38,84,3,112,1,1,287.99,0.0,0.0,0,Rain,light rain,3741,Seoul
2013-07-28 12:00:00,,144,84,3,112,3,3,286.09,0.25,0.0,48,Rain,light rain,4253,Switzerland
2013-07-28 12:00:00,,49,56,4,110,8,8,286.09,0.25,0.0,48,Drizzle,light intensity drizzle,4253,Bangalore
2013-07-28 13:00:00,,110,53,4,199,5,5,287.12,0.0,0.0,48,Rain,light rain,4592,Seoul
2013-07-28 14:00:00,,143,53,4,199,6,6,288.26,0.51,0.0,48,Rain,light rain,4706,Toronto
2013-07-28 15:00:00,,190,53,4,199,2,2,288.34,0.25,0.0,76,Rain,moderate rain,4625,London
2013-07-28 16:00:00,,209,51,5,208,6,6,288.49,0.0,0.0,76,Drizzle,light intensity drizzle,4601,London
2013-07-28 17:00:00,,218,52,2,212,9,9,289.4,0.0,0.0,76,Clouds,broken clouds,4478,Switzerland
2013-07-28 18:00:00,,97,56,5,208,7,7,288.86,0.0,0.0,92,Clouds,overcast clouds,4033,Toronto
2013-07-28 19:00:00,,134,62,3,225,9,9,288.31,0.0,0.0,92,Clouds,overcast clouds,3504,Switzerland
2013-07-28 20:00:00,,31,69,3,225,7,7,287.8,0.51,0.0,92,Rain,light rain,3204,Switzerland
2013-07-28 21:00:00,,59,69,3,225,3,3,287.12,0.25,0.0,48,Rain,light rain,2910,Switzerland
2013-07-28 22:00:00,,248,64,3,243,9,9,286.47,0.25,0.0,48,Rain,light rain,2025,London
2013-07-28 23:00:00,,223,67,3,209,6,6,285.69,0.0,0.0,48,Clouds,scattered clouds,1387,Toronto
2013-07-29 00:00:00,,292,74,3,93,3,3,285.24,0.0,0.0,32,Clouds,scattered clouds,739,Bangalore
2013-07-29 01:00:00,,57,76,3,101,4,4,285.55,0.0,0.0,32,Clouds,scattered clouds,468,Switzerland
2013-07-29 02:00:00,,75,79,3,110,5,5,285.35,0.0,0.0,32,Clouds,scattered clouds,324,Seoul
2013-07-29 03:00:00,,139,81,3,117,8,8,284.4,0.0,0.0,76,Clouds,broken clouds,345,Switzerland
2013-07-29 04:00:00,,276,84,3,126,3,3,283.99,0.0,0.0,76,Clouds,broken clouds,846,Seoul
2013-07-29 05:00:00,,248,76,3,136,5,5,284.02,0.0,0.0,76,Clouds,broken clouds,2833,Seoul
2013-07-29 06:00:00,,35,82,3,144,1,1,283.69,0.0,0.0,0,Clear,Sky is Clear,5951,Switzerland
2013-07-29 07:00:00,,200,78,3,153,8,8,283.7,0.0,0.0,0,Clear,Sky is Clear,6505,Seoul
2013-07-29 08:00:00,,58,79,3,170,7,7,284.58,0.0,0.0,0,Clear,Sky is Clear,5920,Toronto
2013-07-29 09:00:00,,30,73,3,178,9,9,285.41,0.0,0.0,8,Clear,sky is clear,4986,Bangalore
2013-07-29 10:00:00,,88,72,3,192,5,5,288.06,0.0,0.0,8,Clear,sky is clear,4475,Seoul
2013-07-29 12:00:00,,89,69,3,190,9,9,290.15,0.0,0.0,0,Clear,Sky is Clear,4998,Switzerland
2013-07-29 13:00:00,,18,69,3,210,2,2,291.91,0.0,0.0,12,Clouds,few clouds,5031,Toronto
2013-07-29 14:00:00,,158,66,3,213,9,9,292.95,0.0,0.0,12,Clouds,few clouds,5356,Toronto
2013-07-29 15:00:00,,64,65,3,227,2,2,293.66,0.0,0.0,12,Clouds,few clouds,5758,Switzerland
2013-07-29 16:00:00,,15,62,4,226,7,7,294.37,0.0,0.0,12,Clouds,few clouds,6303,Seoul
2013-07-29 17:00:00,,266,61,3,237,8,8,295.34,0.0,0.0,12,Clouds,few clouds,5905,Toronto
2013-07-29 18:00:00,,201,72,2,112,6,6,294.81,0.0,0.0,0,Clear,Sky is Clear,4322,Bangalore
2013-07-29 19:00:00,,238,66,2,168,5,5,294.2,0.0,0.0,0,Clear,Sky is Clear,3391,Switzerland
2013-07-29 20:00:00,,256,73,2,88,2,2,293.04,0.0,0.0,0,Clear,Sky is Clear,2868,Toronto
2013-07-29 21:00:00,,291,74,3,297,6,6,290.86,0.0,0.0,32,Clouds,scattered clouds,2574,Switzerland
2013-07-29 22:00:00,,266,83,1,121,4,4,288.55,0.0,0.0,32,Clouds,scattered clouds,1736,Switzerland
2013-07-29 23:00:00,,266,86,2,234,6,6,286.06,0.0,0.0,1,Clear,sky is clear,1196,Bangalore
2013-07-30 01:00:00,,102,89,2,137,2,2,284.87,0.0,0.0,12,Clouds,few clouds,411,Toronto
2013-07-30 02:00:00,,223,92,3,319,4,4,284.28,0.0,0.0,12,Clouds,few clouds,283,Bangalore
2013-07-30 03:00:00,,50,96,3,292,5,5,284.29,0.0,0.0,0,Mist,mist,377,Toronto
2013-07-30 04:00:00,,165,93,3,326,3,3,284.04,0.0,0.0,0,Clear,Sky is Clear,819,Seoul
2013-07-30 05:00:00,,142,98,3,279,5,5,283.76,0.0,0.0,0,Clear,Sky is Clear,2856,Switzerland
2013-07-30 06:00:00,,95,97,4,293,8,8,283.17,0.0,0.0,0,Clear,Sky is Clear,6011,Seoul
2013-07-30 07:00:00,,93,95,4,292,2,2,284.16,0.0,0.0,0,Mist,mist,6721,Bangalore
2013-07-30 08:00:00,,257,95,4,311,5,5,287.38,0.0,0.0,0,Clear,Sky is Clear,5794,Switzerland
2013-07-30 09:00:00,,44,93,5,315,8,8,289.9,0.0,0.0,20,Clouds,few clouds,5161,Bangalore
2013-07-30 10:00:00,,258,90,5,310,6,6,292.55,0.0,0.0,20,Clouds,few clouds,4578,Seoul
2013-07-30 11:00:00,,134,89,5,317,6,6,294.06,0.0,0.0,20,Clouds,few clouds,5025,Toronto
2013-07-30 12:00:00,,61,86,6,315,1,1,295.21,0.0,0.0,0,Clear,Sky is Clear,5353,London
2013-07-30 13:00:00,,298,83,6,323,6,6,295.93,0.0,0.0,0,Clear,Sky is Clear,5244,Bangalore
2013-07-30 15:00:00,,279,80,6,318,9,9,297.39,1.02,0.0,0,Rain,moderate rain,5907,Seoul
2013-07-30 16:00:00,,230,78,6,323,7,7,297.26,0.0,0.0,0,Clear,Sky is Clear,7070,Bangalore
2013-07-30 17:00:00,,70,75,6,327,3,3,297.19,0.0,0.0,0,Clear,Sky is Clear,6760,Bangalore
2013-07-30 18:00:00,,278,72,6,331,6,6,297.03,0.0,0.0,24,Clouds,few clouds,5025,Bangalore
2013-07-30 19:00:00,,24,70,6,336,9,9,295.96,0.0,0.0,24,Clouds,few clouds,3450,London
2013-07-30 20:00:00,,190,72,5,339,6,6,294.82,0.0,0.0,24,Clouds,few clouds,3015,Bangalore
2013-07-30 21:00:00,,209,68,5,343,4,4,293.6,0.0,0.0,80,Clouds,broken clouds,2657,Switzerland
2013-07-30 22:00:00,,84,69,5,347,1,1,293.06,0.0,0.0,80,Clouds,broken clouds,1814,London
2013-07-30 23:00:00,,253,74,4,325,5,5,292.1,0.0,0.0,80,Rain,light rain,1204,Bangalore
2013-07-30 23:00:00,,280,77,4,320,3,3,292.1,0.0,0.0,80,Drizzle,light intensity drizzle,1204,Bangalore
2013-07-31 00:00:00,,30,75,3,356,1,1,291.64,0.0,0.0,64,Rain,heavy intensity rain,666,Bangalore
2013-07-31 00:00:00,,45,82,3,320,3,3,291.64,0.0,0.0,64,Drizzle,light intensity drizzle,666,Toronto
2013-07-31 01:00:00,,207,80,3,356,7,7,290.65,0.76,0.0,64,Rain,moderate rain,402,Toronto
2013-07-31 01:00:00,,162,84,3,356,5,5,290.65,0.76,0.0,64,Drizzle,drizzle,402,Seoul
2013-07-31 02:00:00,,53,87,3,356,4,4,290.4,0.51,0.0,64,Rain,light rain,287,Seoul
2013-07-31 04:00:00,,138,83,0,8,5,5,289.91,1.52,0.0,80,Rain,moderate rain,822,Bangalore
2013-07-31 04:00:00,,51,82,4,350,1,1,289.91,1.52,0.0,80,Mist,mist,822,Switzerland
2013-07-31 05:00:00,,42,81,0,326,2,2,290.12,0.38,0.0,80,Rain,moderate rain,2956,London
2013-07-31 05:00:00,,124,75,1,289,7,7,290.12,0.38,0.0,80,Mist,mist,2956,Seoul
2013-07-31 05:00:00,,212,75,0,350,7,7,290.12,0.38,0.0,80,Drizzle,light intensity drizzle,2956,Toronto
2013-07-31 06:00:00,,73,76,3,352,2,2,289.86,0.51,0.0,92,Rain,light rain,6289,Bangalore
2013-07-31 06:00:00,,293,72,2,357,4,4,289.86,0.51,0.0,92,Drizzle,drizzle,6289,London
2013-07-31 07:00:00,,232,69,1,359,1,1,289.82,0.51,0.0,92,Rain,light rain,6866,Seoul
2013-07-31 07:00:00,,219,69,3,346,7,7,289.82,0.51,0.0,92,Drizzle,drizzle,6866,Switzerland
2013-07-31 07:00:00,,95,88,1,287,2,2,289.82,0.51,0.0,92,Mist,mist,6866,Seoul
2013-07-31 08:00:00,,236,60,3,342,1,1,290.18,0.38,0.0,92,Rain,light rain,6015,London
2013-07-31 08:00:00,,194,60,3,342,4,4,290.18,0.38,0.0,92,Mist,mist,6015,Switzerland
2013-07-31 09:00:00,,274,81,2,319,3,3,290.3,0.51,0.0,92,Rain,light rain,5233,Bangalore
2013-07-31 09:00:00,,182,56,2,346,8,8,290.3,0.51,0.0,92,Mist,mist,5233,Bangalore
2013-07-31 10:00:00,,225,69,2,346,5,5,290.98,0.25,0.0,92,Rain,light rain,4800,Seoul
2013-07-31 10:00:00,,92,64,1,353,1,1,290.98,0.25,0.0,92,Mist,mist,4800,Switzerland
2013-07-31 11:00:00,,87,65,2,0,2,2,291.89,0.0,0.0,92,Clouds,overcast clouds,5072,Bangalore
2013-07-31 12:00:00,,81,87,2,0,3,3,292.4,0.0,0.0,12,Clouds,few clouds,5329,Bangalore
2013-07-31 13:00:00,,280,65,2,0,5,5,292.94,0.0,0.0,12,Clouds,few clouds,5349,Seoul
2013-07-31 14:00:00,,150,81,1,5,5,5,293.47,0.0,0.0,12,Clouds,few clouds,5655,Seoul
2013-07-31 15:00:00,,217,81,1,5,2,2,293.94,0.0,0.0,36,Clouds,scattered clouds,5919,Seoul
2013-07-31 16:00:00,,42,100,1,5,1,1,294.22,0.0,0.0,36,Clouds,scattered clouds,6594,Switzerland
2013-07-31 17:00:00,,118,93,1,119,2,2,294.39,0.0,0.0,36,Clouds,scattered clouds,6304,Toronto
2013-07-31 18:00:00,,171,94,1,87,2,2,294.2,0.0,0.0,80,Clouds,broken clouds,4936,Switzerland
2013-07-31 19:00:00,,25,86,1,225,8,8,294.02,0.0,0.0,80,Clouds,broken clouds,3495,London
2013-07-31 20:00:00,,23,85,1,217,7,7,293.33,0.0,0.0,80,Clouds,broken clouds,3255,Seoul
2013-07-31 21:00:00,,240,84,1,226,1,1,292.7,0.0,0.0,64,Clouds,broken clouds,2727,London
2013-07-31 22:00:00,,255,84,1,213,8,8,292.25,0.0,0.0,64,Clouds,broken clouds,1937,London
2013-07-31 23:00:00,,55,83,1,217,3,3,291.21,0.0,0.0,64,Mist,mist,1372,Seoul
2013-08-01 00:00:00,,122,79,2,221,2,2,290.4,0.0,0.0,48,Mist,mist,680,Seoul
2013-08-01 00:00:00,,52,79,2,224,6,6,290.4,0.0,0.0,48,Fog,fog,680,London
2013-08-01 01:00:00,,57,77,2,228,7,7,289.31,0.0,0.0,48,Mist,mist,503,Bangalore
2013-08-01 02:00:00,,201,75,2,234,2,2,289.12,0.0,0.0,48,Mist,mist,344,Bangalore
2013-08-01 02:00:00,,211,72,2,238,5,5,289.12,0.0,0.0,48,Fog,fog,344,London
2013-08-01 03:00:00,,151,69,2,243,1,1,289.31,0.0,0.0,0,Mist,mist,421,Bangalore
2013-08-01 04:00:00,,198,71,2,238,8,8,289.37,0.0,0.0,0,Mist,mist,851,Seoul
2013-08-01 04:00:00,,228,68,2,246,7,7,289.37,0.0,0.0,0,Fog,fog,851,Seoul
2013-08-01 05:00:00,,261,68,2,245,3,3,289.58,0.0,0.0,0,Mist,mist,3006,London
2013-08-01 05:00:00,,286,76,2,224,8,8,289.58,0.0,0.0,0,Fog,fog,3006,London
2013-08-01 06:00:00,,125,74,1,229,7,7,289.81,0.25,0.0,24,Rain,light rain,5886,London
2013-08-01 06:00:00,,11,79,1,215,2,2,289.81,0.25,0.0,24,Mist,mist,5886,London
2013-08-01 06:00:00,,22,76,1,215,8,8,289.81,0.25,0.0,24,Fog,fog,5886,Switzerland
2013-08-01 07:00:00,,286,84,1,195,4,4,289.97,0.0,0.0,24,Fog,fog,6160,Bangalore
2013-08-01 07:00:00,,261,83,1,190,9,9,289.97,0.0,0.0,24,Mist,mist,6160,London
2013-08-01 08:00:00,,237,83,1,201,9,9,290.35,0.0,0.0,24,Mist,mist,6217,Toronto
2013-08-01 09:00:00,,155,82,1,191,8,8,291.6,0.0,0.0,64,Fog,fog,5448,Toronto
2013-08-01 09:00:00,,226,82,1,197,7,7,291.6,0.0,0.0,64,Mist,mist,5448,London
2013-08-01 10:00:00,,246,81,1,203,8,8,292.81,0.0,0.0,8,Mist,mist,5096,Seoul
2013-08-01 11:00:00,,265,81,1,209,2,2,293.61,0.0,0.0,8,Clear,sky is clear,5509,Bangalore
2013-08-01 12:00:00,,290,80,1,215,7,7,294.28,0.0,0.0,64,Clouds,broken clouds,5538,Seoul
2013-08-01 13:00:00,,175,95,1,312,2,2,295.87,0.0,0.0,64,Clouds,broken clouds,5334,London
2013-08-01 14:00:00,,152,100,1,349,1,1,297.55,0.0,0.0,64,Clouds,broken clouds,5845,Seoul
2013-08-01 15:00:00,,247,93,1,17,9,9,298.46,0.0,0.0,20,Clouds,few clouds,6119,Switzerland
2013-08-01 16:00:00,,106,78,0,360,3,3,298.45,0.0,0.0,20,Clouds,few clouds,6440,Bangalore
2013-08-01 17:00:00,,201,69,1,17,5,5,298.3,0.25,0.0,1,Rain,light rain,6168,Switzerland
2013-08-01 18:00:00,,297,61,2,342,2,2,297.47,0.0,0.0,1,Clear,sky is clear,4875,London
2013-08-01 19:00:00,,52,52,1,357,7,7,296.47,0.0,0.0,1,Clear,sky is clear,3782,Switzerland
2013-08-01 21:00:00,,278,61,1,350,3,3,292.85,0.0,0.0,1,Clear,sky is clear,3171,Toronto
2013-08-01 23:00:00,,218,49,1,354,9,9,290.38,0.0,0.0,0,Clear,Sky is Clear,2367,Bangalore
2013-08-02 00:00:00,,34,49,1,314,4,4,290.11,0.0,0.0,0,Clear,Sky is Clear,894,Switzerland
2013-08-02 01:00:00,,97,66,1,358,9,9,288.98,0.0,0.0,0,Clear,Sky is Clear,552,Seoul
2013-08-02 02:00:00,,129,64,2,32,6,6,287.61,0.0,0.0,0,Clear,Sky is Clear,390,Bangalore
2013-08-02 03:00:00,,234,64,2,32,9,9,286.87,0.0,0.0,0,Clear,Sky is Clear,433,Bangalore
2013-08-02 04:00:00,,145,63,0,25,3,3,286.25,0.0,0.0,0,Clear,Sky is Clear,779,London
2013-08-02 05:00:00,,260,62,3,49,4,4,285.85,0.0,0.0,0,Clear,Sky is Clear,2769,Switzerland
2013-08-02 06:00:00,,220,62,3,49,7,7,285.48,0.0,0.0,0,Clear,Sky is Clear,5610,Bangalore
2013-08-02 07:00:00,,20,62,3,49,9,9,285.96,0.0,0.0,0,Clear,Sky is Clear,6318,Switzerland
2013-08-02 08:00:00,,19,68,3,63,8,8,288.78,0.0,0.0,0,Clear,Sky is Clear,5613,London
2013-08-02 09:00:00,,74,68,3,63,1,1,291.43,0.0,0.0,32,Clouds,scattered clouds,5253,Seoul
2013-08-02 10:00:00,,89,63,3,63,2,2,294.28,0.0,0.0,32,Clouds,scattered clouds,4848,Seoul
2013-08-02 11:00:00,,101,77,2,76,7,7,295.96,0.0,0.0,32,Clouds,scattered clouds,5458,Switzerland
2013-08-02 12:00:00,,142,72,3,85,9,9,297.1,0.0,0.0,0,Clear,Sky is Clear,5815,Seoul
2013-08-02 13:00:00,,121,67,3,94,2,2,297.86,0.0,0.0,0,Clear,Sky is Clear,5842,Seoul
2013-08-02 14:00:00,,204,69,0,90,8,8,299.0,0.0,0.0,0,Clear,Sky is Clear,6054,Switzerland
2013-08-02 15:00:00,,96,69,1,99,6,6,299.47,0.0,0.0,0,Clear,Sky is Clear,6128,Toronto
2013-08-02 16:00:00,,171,69,3,108,3,3,299.37,0.0,0.0,0,Clear,Sky is Clear,6342,Switzerland
2013-08-02 17:00:00,,10,67,3,109,4,4,299.73,0.0,0.0,0,Clear,Sky is Clear,5613,Switzerland
2013-08-02 18:00:00,,128,67,3,108,3,3,300.0,0.0,0.0,0,Clear,Sky is Clear,4955,London
2013-08-02 19:00:00,,263,66,3,108,4,4,298.08,0.0,0.0,0,Clear,Sky is Clear,3793,Toronto
2013-08-02 20:00:00,,200,65,2,119,7,7,297.61,0.0,0.0,0,Clear,Sky is Clear,3178,London
2013-08-02 21:00:00,,299,67,2,86,3,3,294.82,0.0,0.0,40,Clouds,scattered clouds,3441,Toronto
2013-08-02 22:00:00,,297,70,1,53,8,8,292.87,0.0,0.0,64,Clouds,broken clouds,3589,Seoul
2013-08-02 23:00:00,,125,57,2,120,5,5,291.89,0.0,0.0,64,Clouds,broken clouds,2174,London
2013-08-03 00:00:00,,208,67,2,120,2,2,291.36,0.0,0.0,0,Clear,Sky is Clear,1415,Toronto
2013-08-03 01:00:00,,244,77,2,120,4,4,290.18,0.0,0.0,0,Clear,Sky is Clear,890,Toronto
2013-08-03 02:00:00,,239,58,2,138,5,5,289.57,0.0,0.0,0,Clear,Sky is Clear,550,London
2013-08-03 03:00:00,,235,61,3,133,8,8,289.42,0.0,0.0,0,Clear,Sky is Clear,472,Seoul
2013-08-03 04:00:00,,205,65,4,129,9,9,288.6,0.0,0.0,0,Clear,Sky is Clear,406,Toronto
2013-08-03 05:00:00,,287,72,3,139,6,6,288.53,0.0,0.0,0,Clear,Sky is Clear,918,London
2013-08-03 07:00:00,,166,65,4,129,2,2,287.87,0.0,0.0,0,Clear,Sky is Clear,1862,Toronto
2013-08-03 08:00:00,,182,65,4,129,7,7,289.65,0.0,0.0,0,Clear,Sky is Clear,2741,Seoul
2013-08-03 10:00:00,,30,70,4,154,3,3,294.04,0.0,0.0,0,Clear,Sky is Clear,4455,London
2013-08-03 11:00:00,,197,88,2,140,2,2,295.17,0.0,0.0,0,Clear,Sky is Clear,4335,London
2013-08-03 12:00:00,,294,88,2,150,5,5,295.8,0.0,0.0,12,Clouds,few clouds,4677,Toronto
2013-08-03 13:00:00,,298,90,3,164,2,2,296.12,0.0,0.0,12,Clouds,few clouds,4505,Switzerland
2013-08-03 14:00:00,,176,89,3,160,3,3,296.56,0.0,0.0,12,Clouds,few clouds,4574,Seoul
2013-08-03 15:00:00,,199,92,3,177,6,6,296.78,0.0,0.0,48,Clouds,scattered clouds,4656,Seoul
2013-08-03 16:00:00,,99,91,3,176,7,7,296.91,0.0,0.0,48,Clouds,scattered clouds,4371,Bangalore
2013-08-03 17:00:00,,82,80,3,167,5,5,296.25,0.0,0.0,48,Clouds,scattered clouds,4305,London
2013-08-03 18:00:00,,91,82,3,167,6,6,296.56,0.0,0.0,92,Clouds,overcast clouds,3828,Seoul
2013-08-03 19:00:00,,20,73,4,160,5,5,296.03,0.0,0.0,92,Clouds,overcast clouds,3405,Switzerland
2013-08-03 20:00:00,,258,61,5,180,1,1,294.79,0.0,0.0,92,Clouds,overcast clouds,3094,London
2013-08-03 21:00:00,,169,54,4,160,3,3,292.3,0.0,0.0,92,Clouds,overcast clouds,2989,Toronto
2013-08-03 22:00:00,,116,56,5,182,4,4,289.98,0.0,0.0,92,Clouds,overcast clouds,2623,London
2013-08-03 23:00:00,,100,45,4,180,8,8,289.12,0.0,0.0,92,Clouds,overcast clouds,1998,Seoul
2013-08-04 00:00:00,,250,40,4,180,3,3,287.31,0.0,0.0,92,Clouds,overcast clouds,1507,Toronto
2013-08-04 01:00:00,,213,41,4,180,1,1,287.18,0.0,0.0,92,Clouds,overcast clouds,964,Seoul
2013-08-04 02:00:00,,158,43,4,180,4,4,286.11,0.0,0.0,92,Clouds,overcast clouds,610,London
2013-08-04 03:00:00,,271,45,4,170,2,2,286.17,0.0,0.0,44,Clouds,scattered clouds,438,Switzerland
2013-08-04 04:00:00,,175,51,3,160,1,1,285.64,0.0,0.0,44,Clouds,scattered clouds,337,Toronto
2013-08-04 05:00:00,,125,58,2,150,5,5,285.26,0.0,0.0,44,Clouds,scattered clouds,551,Seoul
2013-08-04 06:00:00,,17,59,4,203,6,6,284.29,0.0,0.0,0,Mist,mist,847,Switzerland
2013-08-04 07:00:00,,238,65,3,205,8,8,284.61,0.0,0.0,0,Clear,Sky is Clear,1132,Seoul
2013-08-04 08:00:00,,79,65,3,205,8,8,287.17,0.0,0.0,0,Clear,Sky is Clear,1753,Bangalore
2013-08-04 09:00:00,,200,65,3,205,9,9,290.28,0.0,0.0,0,Clear,Sky is Clear,2732,Switzerland
2013-08-04 10:00:00,,171,75,3,204,1,1,293.0,0.0,0.0,0,Clear,Sky is Clear,3426,Seoul
2013-08-04 11:00:00,,186,73,2,180,4,4,294.51,0.0,0.0,0,Clear,Sky is Clear,4133,Switzerland
2013-08-04 12:00:00,,49,65,3,190,7,7,295.64,0.0,0.0,56,Clouds,broken clouds,4572,Bangalore
2013-08-04 13:00:00,,38,69,2,195,4,4,296.28,0.0,0.0,56,Clouds,broken clouds,4301,London
